Account,ChkRef,Debit,Credit,Date,Description
101124935,,,1000.00,6/4/2025,Square Inc SQ250604 T310BQ2GZTRJD43
101124935,,,0.01,6/4/2025,#DRV Metro 101 ACCTVERIFY
101124935,,31.60,,6/3/2025,2025-05-30 DoorDash Capital balance_transaction_b9b1841e-1c99-4b60-ae7c-006ea0ce
101124935,,133.00,,6/3/2025,CAPITAL ONE CRCARDPMT 43G5750CDZY934M
101124935,,17.51,,6/3/2025,2025-05-29 DoorDash Capital balance_transaction_3749dec6-aa49-455b-80e2-8ca47855
101124935,,5.39,,6/3/2025,2025-05-28 DoorDash Capital balance_transaction_bde8c006-c59b-435b-be65-218457af
101124935,,,86.86,6/3/2025,"DoorDash, Inc. S Broadway ST-D3B5F0F6I7R2"
101124935,,,500.00,6/3/2025,Square Inc SQ250603 T3V3PW2BXQX35NN
101124935,,300.00,,6/3/2025,CAPITAL ONE MOBILE PMT 43G6BRTBIDDBRKS
101124935,,,3000.00,6/2/2025,Square Inc SQ250602 T3VPJGRKM434MP6
101124935,,500.00,,6/2/2025,113848272 Transfer to CHECKING XXXXXX8098 on 6/02/25 at 4:39
101124935,407,918.16,,6/2/2025,Check #407
101124935,,,31.79,6/2/2025,"DoorDash, Inc. S Broadway ST-L0B5S8Z1M2G4"
101124935,,8.55,,6/2/2025,2025-05-27 DoorDash Capital balance_transaction_cf773552-5891-4127-9e72-1f8e9821
101124935,,11.51,,5/30/2025,2025-05-26 DoorDash Capital balance_transaction_7605fbb8-c26f-4efb-8fad-218012eb
101124935,,,46.25,5/30/2025,"DoorDash, Inc. S Broadway ST-W1H9W3H1F9X6"
101124935,,,59.81,5/29/2025,"DoorDash, Inc. S Broadway ST-B3P4E4S6F9V2"
101124935,,16.75,,5/29/2025,2025-05-25 DoorDash Capital balance_transaction_efba67ca-fb4a-4dda-8d5a-24d8af66
101124935,,400.00,,5/29/2025,CAPITAL ONE MOBILE PMT 43FBPZREVHIL5JH
101124935,,300.00,,5/29/2025,CAPITAL ONE MOBILE PMT 43FBPZFSBDRNTTN
101124935,,21.65,,5/28/2025,2025-05-24 DoorDash Capital balance_transaction_e7a273bf-8315-4d6f-ae38-f7680cd7
101124935,,93.00,,5/28/2025,ALLY CC MOBILE PAY 251470452991725
101124935,,,72.42,5/28/2025,"DoorDash, Inc. S Broadway ST-V9D9V0I2H2W3"
101124935,,3.75,,5/28/2025,2025-05-21 DoorDash Capital balance_transaction_32483da5-cfc5-4a47-8415-69d72b18
101124935,,4.20,,5/28/2025,2025-05-22 DoorDash Capital balance_transaction_ae73277c-ef51-4220-ba22-c3656152
101124935,,26.23,,5/28/2025,2025-05-23 DoorDash Capital balance_transaction_db08466f-1b25-443d-9186-61c66302
101124935,,7.35,,5/27/2025,2025-05-20 DoorDash Capital balance_transaction_d65d9c71-608e-46bf-bed7-752c7d51
101124935,,,68.30,5/27/2025,"DoorDash, Inc. S Broadway ST-Q0T0E6Z4A7X8"
101124935,,,42.24,5/27/2025,"DoorDash, Inc. S Broadway ST-I1O4N5F6A1Q2"
101124935,,2.49,,5/27/2025,"AppFolio, Inc. F WEB PMTS SXCC55"
101124935,,,2000.00,5/27/2025,Square Inc SQ250526 T35DPBJMVTCSGJJ
101124935,,2200.00,,5/27/2025,Drake Management WEB PMTS DGNXXC
101124935,,,1000.00,5/27/2025,Square Inc SQ250527 T3K08A72DK2GGG2
101124935,,1000.00,,5/27/2025,118996433 Transfer to CHECKING XXXXXX8098 on 5/27/25 at 17:42
101124935,406,808.53,,5/27/2025,Check #406
101124935,,,118.86,5/23/2025,"DoorDash, Inc. S Broadway ST-E9U2H7L0A7S6"
101124935,,24.73,,5/23/2025,2025-05-19 DoorDash Capital balance_transaction_ea80998a-4720-411f-a873-47df6afc
101124935,,,1500.00,5/23/2025,Square Inc SQ250523 T3GWB38D2DYPRYJ
101124935,,,103.33,5/22/2025,"DoorDash, Inc. S Broadway ST-J5Q1O3S9M8K7"
101124935,,43.04,,5/22/2025,2025-05-18 DoorDash Capital balance_transaction_9ef7fbe2-c179-4e63-b6e0-1b46e3ab
101124935,,,500.00,5/22/2025,Square Inc SQ250522 T3W3YMHVTTF6PEX
101124935,,1883.76,,5/21/2025,Dawn Food Produc 5177894404 XXXXX8087
101124935,,,85.14,5/21/2025,"DoorDash, Inc. S Broadway ST-J1M4I6C9F4H3"
101124935,,37.16,,5/21/2025,2025-05-17 DoorDash Capital balance_transaction_f00ceb07-458c-4896-8144-fbccefa7
101124935,,5.84,,5/20/2025,2025-05-15 DoorDash Capital balance_transaction_e511087f-23f6-4b4e-8506-7ceea313
101124935,,,500.00,5/20/2025,Square Inc SQ250520 T31J258J8A4C05Q
101124935,,46.94,,5/20/2025,2025-05-14 DoorDash Capital balance_transaction_05aac688-b18a-4347-a8aa-a9d22f15
101124935,,100.00,,5/20/2025,118942200 Transfer to CHECKING XXXXXX8098 on 5/20/25 at 9:17
101124935,,30.84,,5/20/2025,2025-05-16 DoorDash Capital balance_transaction_9a46cfaa-6c04-4eaf-b745-4d12163c
101124935,,,272.05,5/20/2025,"DoorDash, Inc. S Broadway ST-C1K7H5R3W9N4"
101124935,,100.00,,5/19/2025,CAPITAL ONE MOBILE PMT 43CSV4NPMA9TRH8
101124935,,45.74,,5/19/2025,2025-05-13 DoorDash Capital balance_transaction_54e5d072-314a-44f5-bcf0-5deb461e
101124935,,,43.48,5/19/2025,"DoorDash, Inc. S Broadway ST-U5E6I9A2W3Y5"
101124935,405,700.78,,5/19/2025,Check #405
101124935,,,2000.00,5/19/2025,Square Inc SQ250519 T3VK4N9Z2Q5ZA4S
101124935,404,586.20,,5/16/2025,Check #404
101124935,,,500.00,5/16/2025,Square Inc SQ250516 T36GKMVZ89Z7275
101124935,,15.74,,5/16/2025,2025-05-12 DoorDash Capital balance_transaction_5bfa8326-9066-4c3b-9ed7-98e49d03
101124935,,,56.38,5/16/2025,"DoorDash, Inc. S Broadway ST-Z9H5G6U5L4I4"
101124935,,2000.00,,5/16/2025,Drake Management WEB PMTS 0T2HXC
101124935,,2.49,,5/16/2025,"AppFolio, Inc. F WEB PMTS 3QB555"
101124935,,,2000.00,5/15/2025,Square Inc SQ250515 T3ZAWQKJZVSZ1XY
101124935,,27.44,,5/15/2025,2025-05-11 DoorDash Capital balance_transaction_1f8a3ee3-ea54-4e36-99c3-8839d848
101124935,,,128.53,5/15/2025,"DoorDash, Inc. S Broadway ST-Q3I8E3Y4N2I3"
101124935,,100.00,,5/14/2025,111985936 Transfer to CHECKING XXXXXX8098 on 5/14/25 at 16:26
101124935,,,30.00,5/14/2025,NSF Fee refund
101124935,,48.00,,5/14/2025,CAPITAL ONE CRCARDPMT 43C4U9IHENPSS48
101124935,,,60.63,5/14/2025,"DoorDash, Inc. S Broadway ST-X0E7V6X4I1N9"
101124935,,46.23,,5/14/2025,2025-05-10 DoorDash Capital balance_transaction_68d582f1-ba56-44de-b8af-80c25799
101124935,,7.50,,5/13/2025,2025-05-07 DoorDash Capital balance_transaction_5d1bcff3-80f7-4474-a783-04ff052b
101124935,,,109.89,5/13/2025,"DOORDASH, INC. S BROADWAY ST-E9Y5W6P2O5O3"
101124935,,26.40,,5/13/2025,2025-05-09 DoorDash Capital balance_transaction_daac1a82-98fc-406c-a8d5-6b73d681
101124935,,,1000.00,5/13/2025,Square Inc SQ250513 T395B66VZNBD9EE
101124935,,24.07,,5/13/2025,2025-05-08 DoorDash Capital balance_transaction_18366e54-6808-4f75-97e1-a5e6a849
101124935,,100.00,,5/12/2025,CAPITAL ONE MOBILE PMT 43BBTS1SRCNTJ97
101124935,,30.00,,5/12/2025,"CHK# 403 AMT $690.35, NSF CHARGE"
101124935,,,48.26,5/12/2025,"DoorDash, Inc. S Broadway ST-S5C3M1R0T0R7"
101124935,,18.01,,5/12/2025,2025-05-06 DoorDash Capital balance_transaction_6ec25eb6-64a3-4a1e-86f2-fb5b845f
101124935,403,690.35,,5/12/2025,Check #403
101124935,,100.00,,5/12/2025,CAPITAL ONE MOBILE PMT 43BBTSUM7ZT80LY
101124935,,100.00,,5/12/2025,CAPITAL ONE MOBILE PMT 43BBTRS33YH2B0T
101124935,,,55.45,5/9/2025,"DoorDash, Inc. S Broadway ST-Z5X6R5T8N4S8"
101124935,,500.00,,5/9/2025,110822460 Transfer to CHECKING XXXXXX8098 on 5/09/25 at 19:25
101124935,,139.18,,5/9/2025,CAPITAL ONE MOBILE PMT 43B3EN03LIOG2RI
101124935,,,12.57,5/9/2025,GRUBHUB INC May Actvty 25050907fFiUCQa
101124935,,19.65,,5/9/2025,2025-05-05 DoorDash Capital balance_transaction_4ca1b5c3-ddec-419c-b354-cf8eb18a
101124935,,,350.00,5/9/2025,Square Inc SQ250509 T3D9SC28ZXSVE8D
101124935,,,450.00,5/8/2025,Square Inc SQ250508 T3KRHTJ089AA6XG
101124935,,,135.90,5/8/2025,"DOORDASH, INC. S BROADWAY ST-Z1C5Z6E7U1X9"
101124935,,21.17,,5/8/2025,2025-05-04 DoorDash Capital balance_transaction_b771ecbe-c41e-472a-949b-8ab2581a
101124935,,55.01,,5/7/2025,2025-05-03 DoorDash Capital balance_transaction_8b186c05-5f32-46a8-a37c-7c90dee1
101124935,,,1600.00,5/7/2025,Square Inc SQ250507 T38FQ2T9GN255NQ
101124935,,1764.78,,5/7/2025,Dawn Food Produc 5177894404 XXXXX6765
101124935,,,14.27,5/7/2025,"DoorDash, Inc. S Broadway ST-T3J5F1C8W8A7"
101124935,,,705.00,5/7/2025,Deposit
101124935,,,30.00,5/7/2025,NSF Fee refund
101124935,,30.00,,5/6/2025,"CHK# 336 AMT $500.00, NSF CHARGE"
101124935,,3.75,,5/6/2025,2025-05-02 DoorDash Capital balance_transaction_684ddcaa-174f-44bc-94c4-fa57464c
101124935,,200.00,,5/6/2025,115057609 Transfer to LOAN XXXXXX4969 on 5/06/25 at 13:06
101124935,,,158.77,5/6/2025,"DoorDash, Inc. S Broadway ST-Z4D9C2B9C3O1"
101124935,,23.93,,5/6/2025,2025-04-30 DoorDash Capital balance_transaction_cab7d6f1-2bb8-47fd-a208-dfad7328
101124935,336,500.00,,5/6/2025,Check #336
101124935,,79.00,,5/6/2025,CAPITAL ONE CRCARDPMT 43AG1Y8LPNYBH3W
101124935,,26.27,,5/6/2025,2025-05-01 DoorDash Capital balance_transaction_605ca35f-80a5-4817-b5ef-a3150b8e
101124935,,1851.95,,5/5/2025,Metro 101 Apartm WEB PMTS 0WD1VD
101124935,,12.72,,5/5/2025,2025-04-29 DoorDash Capital balance_transaction_b7f7e587-c184-4eb4-b859-e6376b62
101124935,,2.95,,5/5/2025,RP Resident Dire WEB PMTS FBK4VD
101124935,,,87.39,5/5/2025,Deposit
101124935,402,773.55,,5/5/2025,Check #402
101124935,,,4000.00,5/5/2025,Square Inc SQ250505 T3P8HEGVWK0QWVZ
101124935,,2000.00,,5/5/2025,119532988 Transfer to LOAN XXXXXX4969 on 5/05/25 at 9:53
101124935,,,47.69,5/5/2025,"DoorDash, Inc. S Broadway ST-W6Q3N0U5H1R6"
101124935,,131.00,,5/2/2025,CAPITAL ONE CRCARDPMT 439LOEC8TJAU0WM
101124935,,,69.32,5/2/2025,GRUBHUB INC Apr Actvty 25050230fFiUCQa
101124935,,21.62,,5/2/2025,2025-04-28 DoorDash Capital balance_transaction_1c4e3c88-f6a3-4666-8f09-cdb31c7b
101124935,,14.00,,5/2/2025,111135033 Transfer to CHECKING XXXXXX8098 on 5/02/25 at 11:13
101124935,,,95.35,5/2/2025,"DoorDash, Inc. S Broadway ST-D0Q2C7M8V7G1"
101124935,,46.68,,5/1/2025,2025-04-27 DoorDash Capital balance_transaction_e83f0ad8-4db3-4894-86e1-37c26456
101124935,,,0.32,5/1/2025,"DoorDash, Inc. S Broadway ST-P5G3U8U3O8X2"
101124935,,60.00,,4/30/2025,113970087 Transfer to CHECKING XXXXXX8098 on 4/30/25 at 4:14
101124935,,,19.80,4/30/2025,"DoorDash, Inc. S Broadway ST-I2B6Q8M8V8Z1"
101124935,401,390.87,,4/30/2025,Check #401
101124935,,50.00,,4/30/2025,110407109 Transfer to CHECKING XXXXXX8098 on 4/30/25 at 18:52
101124935,,,1000.00,4/30/2025,Square Inc SQ250430 T3TMB9HN0BWK7H0
101124935,,1.93,,4/30/2025,2025-04-26 DoorDash Capital balance_transaction_de43d2b1-cd22-4670-86c8-2490036c
101124935,,16.78,,4/29/2025,2025-04-23 DoorDash Capital balance_transaction_b44d7cec-0acf-4ac2-98cf-e52adada
101124935,,,173.63,4/29/2025,"DoorDash, Inc. S Broadway ST-V7P4M7Q1R0W8"
101124935,,10.01,,4/29/2025,2025-04-25 DoorDash Capital balance_transaction_faf44f80-0270-4cd0-87fa-6c4468e8
101124935,,20.00,,4/29/2025,116111069 Transfer to CHECKING XXXXXX8098 on 4/29/25 at 12:00
101124935,,33.59,,4/29/2025,2025-04-24 DoorDash Capital balance_transaction_15a62d8a-8463-4ee9-9ab7-21c7c6bb
101124935,,137.00,,4/29/2025,ALLY CC MOBILE PAY 251170447933357
101124935,,,80.00,4/28/2025,Deposit
101124935,,550.00,,4/28/2025,118071429 Transfer to CHECKING XXXXXX8098 on 4/28/25 at 12:37
101124935,,,50.00,4/28/2025,112972833 Transfer from AUSTIN STAR CHK PL XXXXXX8098 on 4/28/25 at 7:47
101124935,,2.49,,4/28/2025,"AppFolio, Inc. F WEB PMTS 6P3Y25"
101124935,,20.27,,4/28/2025,2025-04-22 DoorDash Capital balance_transaction_3626bb28-ba77-4815-ac91-7b4884ac
101124935,,,2500.00,4/28/2025,Square Inc SQ250428 T31PRR761FJDVMY
101124935,,2200.00,,4/28/2025,Drake Management WEB PMTS 4Q77SC
101124935,,,51.22,4/28/2025,"DoorDash, Inc. S Broadway ST-N0N7P7O6S2R0"
101124935,400,1706.36,,4/28/2025,Check #400
101124935,,,900.00,4/25/2025,Square Inc SQ250425 T3EXTSQ4H3A2618
101124935,,50.00,,4/25/2025,114137148 Transfer to CHECKING XXXXXX8098 on 4/25/25 at 16:31
101124935,,,24.50,4/25/2025,GRUBHUB INC Apr Actvty 25042523fFiUCQa
101124935,,,132.81,4/25/2025,"DoorDash, Inc. S Broadway ST-Z7S6C5Z0I4W1"
101124935,,20.41,,4/25/2025,2025-04-21 DoorDash Capital balance_transaction_afa8e096-ee10-4f5b-808a-95c1c8e5
101124935,,61.59,,4/24/2025,2025-04-20 DoorDash Capital balance_transaction_f4b4e12e-1145-44cb-a3a7-78d18760
101124935,,,25.31,4/24/2025,"DoorDash, Inc. S Broadway ST-D5R7R6V2G4Q5"
101124935,,10.34,,4/23/2025,2025-04-19 DoorDash Capital balance_transaction_d8f4e1c2-ec26-4522-95b8-f322d09e
101124935,,1596.42,,4/23/2025,Dawn Food Produc 5177894404 XXXXX4369
101124935,,,400.00,4/23/2025,Square Inc SQ250423 T35W11Z5KYWSYNG
101124935,,,63.75,4/23/2025,"DOORDASH, INC. S BROADWAY ST-P4U7Q8E6G0D7"
101124935,,500.00,,4/22/2025,IRS USATAXPYMT 240551213704337
101124935,,37.97,,4/22/2025,2025-04-18 DoorDash Capital balance_transaction_56d8d93f-b9ec-4e29-a979-8993ecd1
101124935,,151.21,,4/22/2025,WEBFILE TAX PYMT DD 902/78966131
101124935,,5.62,,4/22/2025,2025-04-16 DoorDash Capital balance_transaction_3cb07199-bee5-4fa5-be39-68e3ddfc
101124935,,,1000.00,4/22/2025,Square Inc SQ250422 T3KF1P7PRE4T4JR
101124935,305,322.00,,4/22/2025,Check #305
101124935,,11.33,,4/22/2025,2025-04-17 DoorDash Capital balance_transaction_ccdb23ea-a1b3-46d7-9af7-d629e3cb
101124935,,,95.54,4/22/2025,"DoorDash, Inc. S Broadway ST-N6I6C5K4T3T1"
101124935,,26.15,,4/21/2025,2025-04-15 DoorDash Capital balance_transaction_f4d01b4c-26c3-45e8-9054-8638ec83
101124935,,,2200.00,4/21/2025,Square Inc SQ250421 T3JC8520G4V39SM
101124935,,,650.00,4/21/2025,110837697 Transfer from AUSTIN STAR CHK PL XXXXXX8098 on 4/21/25 at 20:12
101124935,,381.00,,4/21/2025,IRS USATAXPYMT 240551114903282
101124935,,2.49,,4/21/2025,"AppFolio, Inc. F WEB PMTS 46WQ25"
101124935,,,8.70,4/21/2025,"DoorDash, Inc. S Broadway ST-G4T6X8T7H5U1"
101124935,,2000.00,,4/21/2025,Drake Management WEB PMTS XXVSRC
101124935,,,95.13,4/18/2025,"DoorDash, Inc. S Broadway ST-W1Q8J7X5T6E2"
101124935,,,1500.00,4/18/2025,Square Inc SQ250418 T3APGFH9HMMSK7N
101124935,,290.14,,4/18/2025,ALLSTATE INS CO PREMIUM BAXXXXXX6101
101124935,,3.15,,4/18/2025,2025-04-14 DoorDash Capital balance_transaction_35237715-0f5d-4798-bedb-c329ad76
101124935,,100.00,,4/17/2025,110671601 Transfer to CHECKING XXXXXX8098 on 4/17/25 at 7:49
101124935,,39.62,,4/17/2025,2025-04-13 DoorDash Capital balance_transaction_38a977f7-5dd5-4c7a-8f7b-4b1d29e1
101124935,,,57.99,4/17/2025,"DoorDash, Inc. S Broadway ST-I5S5G9Z3R2I8"
101124935,,381.00,,4/16/2025,IRS USATAXPYMT 240550613305408
101124935,,,21.26,4/16/2025,"DoorDash, Inc. S Broadway ST-A1Q4K2K9T2L2"
101124935,,,600.00,4/16/2025,Square Inc SQ250416 T3VZ3RW01DAHZ22
101124935,,27.79,,4/16/2025,2025-04-12 DoorDash Capital balance_transaction_37fa17c3-b8ee-4c0e-adcf-d00704a3
101124935,304,618.29,,4/15/2025,Check #304
101124935,,10.42,,4/15/2025,2025-04-11 DoorDash Capital balance_transaction_2f867495-6c11-4bb1-996e-b80201af
101124935,,,86.40,4/15/2025,"DoorDash, Inc. S Broadway ST-V2O9V0L6S5S1"
101124935,,26.95,,4/15/2025,2025-04-10 DoorDash Capital balance_transaction_58905cbf-7a53-4d67-bee5-0a3a1d38
101124935,,50.00,,4/15/2025,CAPITAL ONE CRCARDPMT 435SXQY1DIQ53DK
101124935,,3.32,,4/14/2025,2025-04-09 DoorDash Capital balance_transaction_7db05dad-f14b-441b-b8f7-2c4b9b60
101124935,,,1300.00,4/14/2025,Square Inc SQ250414 T3X6PBN5B80C4V3
101124935,,9.10,,4/14/2025,2025-04-08 DoorDash Capital balance_transaction_575a0ffd-698e-4b42-9fa4-c4e55011
101124935,,500.00,,4/14/2025,110834553 Transfer to CHECKING XXXXXX8098 on 4/14/25 at 7:34
101124935,,,19.47,4/14/2025,"DoorDash, Inc. S Broadway ST-S3C7U7T3D9S1"
101124935,,,19.68,4/11/2025,GRUBHUB INC Apr Actvty 25041109fFiUCQa
101124935,,,30.00,4/11/2025,NSF Fee refund
101124935,,,196.50,4/11/2025,XX1008 CREDIT 04/11 21:34 SQ *ID - ZRANTFM SAN FRANCISCO CA 77827301 269924
101124935,,,491.25,4/11/2025,XX1008 CREDIT 04/11 14:19 SQ *ID - KRE9NXE SAN FRANCISCO CA 77827301 126412
101124935,,170.00,,4/11/2025,111830252 Transfer to CHECKING XXXXXX8098 on 4/11/25 at 16:34
101124935,,,630.40,4/11/2025,Payments Too Good To Go Too Good To Go B-pegwsyymtg1f1
101124935,,7.05,,4/11/2025,2025-04-07 DoorDash Capital balance_transaction_f6bf5d2f-47c4-43fc-9e8c-3942bd00
101124935,,,37.30,4/11/2025,"DoorDash, Inc. S Broadway ST-Z8N5Q1X8K2O6"
101124935,,30.00,,4/10/2025,"CHK# 00 AMT $17.49, NSF CHARGE"
101124935,,17.49,,4/10/2025,2025-04-06 DoorDash Capital balance_transaction_48b517cb-03cd-44a7-899b-c6dfd51e
101124935,,0.51,,4/10/2025,OVERDRAFT CHARGE
101124935,,,491.25,4/10/2025,XX1008 CREDIT 04/10 22:26 SQ *ID - CFTCFMW SAN FRANCISCO CA 77827301 170051
101124935,,,128.63,4/10/2025,"DoorDash, Inc. S Broadway ST-Y9R4K7B3U1M8"
101124935,,,150.00,4/9/2025,112008932 Transfer from AUSTIN STAR CHK PL XXXXXX8098 on 4/09/25 at 20:18
101124935,,1450.18,,4/9/2025,Dawn Food Produc 5177894404 XXXXX9027
101124935,,30.00,,4/9/2025,"CHK# 00 AMT $1,450.18, NSF CHARGE"
101124935,,30.00,,4/9/2025,"CHK# 00 AMT $52.43, NSF CHARGE"
101124935,,,900.00,4/9/2025,Square Inc SQ250409 T36E1EXQDE9N7N9
101124935,,,491.25,4/9/2025,XX1008 CREDIT 04/09 17:49 SQ *ID - ODVUBQ2 SAN FRANCISCO CA 77827301 473610
101124935,,0.04,,4/9/2025,OVERDRAFT CHARGE
101124935,,52.43,,4/9/2025,2025-04-05 DoorDash Capital balance_transaction_693da65c-b0af-4d59-a0b8-6244c67f
101124935,,,32.53,4/9/2025,"DoorDash, Inc. S Broadway ST-Q5Z7E9C8K0W5"
101124935,,30.00,,4/8/2025,"CHK# 00 AMT $120.00, NSF CHARGE"
101124935,303,608.59,,4/8/2025,Check #303
101124935,,30.00,,4/8/2025,"CHK# 00 AMT $14.52, NSF CHARGE"
101124935,,0.39,,4/8/2025,OVERDRAFT CHARGE
101124935,,30.00,,4/8/2025,"CHK# 303 AMT $608.59, NSF CHARGE"
101124935,,14.52,,4/8/2025,2025-04-02 DoorDash Capital balance_transaction_df8a0bfa-4148-4e10-b021-92f034ba
101124935,,,68.41,4/8/2025,"DoorDash, Inc. S Broadway ST-P1L9L2M7F5M6"
101124935,,15.14,,4/8/2025,2025-04-04 DoorDash Capital balance_transaction_4d61c318-749f-435a-8277-aa7b41c6
101124935,,30.00,,4/8/2025,"CHK# 00 AMT $15.14, NSF CHARGE"
101124935,,120.00,,4/8/2025,PAYMENT SBA EIDL LOAN 1965829106
101124935,,,1000.00,4/7/2025,Deposit
101124935,,30.00,,4/7/2025,"CHK# 00 AMT $1,751.95, NSF CHARGE"
101124935,,80.00,,4/7/2025,CAPITAL ONE CRCARDPMT 43445QFGA1CKBX8
101124935,,60.00,,4/7/2025,114053852 Transfer to CHECKING XXXXXX8098 on 4/07/25 at 14:05
101124935,,,13.78,4/7/2025,"DoorDash, Inc. S Broadway ST-L9M6S3C7M6F4"
101124935,,1751.95,,4/7/2025,Metro 101 Apartm WEB PMTS BKMVQD
101124935,,18.00,,4/7/2025,2025-04-01 DoorDash Capital balance_transaction_0d091f87-c8bf-42ad-8164-ed3d0b61
101124935,,2.95,,4/7/2025,RP Resident Dire WEB PMTS DSMVQD
101124935,,,260.00,4/4/2025,Square Inc SQ250404 T3EZGGDWWHJ2V3D
101124935,,,137.08,4/4/2025,"DoorDash, Inc. S Broadway ST-D8D6Z5W7E0E2"
101124935,,6.08,,4/4/2025,2025-03-31 DoorDash Capital balance_transaction_d7aeca55-61c8-49d4-9740-1e269d83
101124935,,400.00,,4/4/2025,117041826 Transfer to CHECKING XXXXXX8098 on 4/04/25 at 17:04
101124935,,,580.00,4/3/2025,Square Inc SQ250403 T3YBEY3SYYFHD6K
101124935,,60.77,,4/3/2025,2025-03-30 DoorDash Capital balance_transaction_9e5de0b5-2230-4785-a369-064e4996
101124935,399,1100.00,,4/3/2025,Check #399
101124935,,,124.85,4/3/2025,"DoorDash, Inc. S Broadway ST-E5W0B5Q0P2X2"
101124935,,,60.00,4/3/2025,NSF Fee refund
101124935,,50.64,,4/2/2025,2025-03-29 DoorDash Capital balance_transaction_3b1c52d1-7754-40fe-981c-a0526382
101124935,,130.00,,4/2/2025,ALLY CC MOBILE PAY 250910447465114
101124935,,421.87,,4/2/2025,CAPITAL ONE MOBILE PMT 433B3NP0XH09C72
101124935,,,33.20,4/2/2025,"DoorDash, Inc. S Broadway ST-Q5J4U1D0E7Y9"
101124935,,135.00,,4/2/2025,CAPITAL ONE CRCARDPMT 4339THP5DACM80M
101124935,,13.62,,4/1/2025,2025-03-28 DoorDash Capital balance_transaction_5365999b-4e1c-4ffc-b102-2231f1a1
101124935,,,61.02,4/1/2025,"DoorDash, Inc. S Broadway ST-F8Q6G5B9O3Q1"
101124935,301,1057.84,,4/1/2025,Check #301
101124935,,9.53,,4/1/2025,2025-03-26 DoorDash Capital balance_transaction_35b337e7-6c0f-489e-932c-19d87a41
101124935,,,1200.00,4/1/2025,Square Inc SQ250401 T33XGCTCX3E54XG
101124935,,11.79,,4/1/2025,2025-03-27 DoorDash Capital balance_transaction_5045196f-7ee1-4f15-a248-4eea7c91
101124935,,5.65,,3/31/2025,2025-03-25 DoorDash Capital balance_transaction_2f403271-bf5d-4fc9-9c5d-86d5898a
101124935,,,1200.00,3/31/2025,Square Inc SQ250331 T3B4SD4318037NX
101124935,,200.00,,3/31/2025,110921168 Transfer to CHECKING XXXXXX8098 on 3/31/25 at 9:43
101124935,,,11.99,3/31/2025,"DoorDash, Inc. S Broadway ST-F3Z3Y0Y5T3E5"
101124935,,,300.00,3/28/2025,Deposit
101124935,,,440.00,3/28/2025,Deposit
101124935,,4.34,,3/28/2025,2025-03-24 DoorDash Capital balance_transaction_25da2872-332c-497c-bb17-92482a45
101124935,,,35.21,3/28/2025,"DoorDash, Inc. S Broadway ST-W2P9L3M9K5R2"
101124935,,,850.00,3/27/2025,114757769 Transfer from AUSTIN STAR CHK PL XXXXXX8098 on 3/27/25 at 15:59
101124935,,16.84,,3/27/2025,2025-03-23 DoorDash Capital balance_transaction_07ac93c7-8080-4f79-9e62-a3afc92b
101124935,,30.00,,3/27/2025,"CHK# 00 AMT $16.84, NSF CHARGE"
101124935,,,66.23,3/27/2025,"DoorDash, Inc. S Broadway ST-P2E6N7U2G9Y6"
101124935,,0.35,,3/27/2025,OVERDRAFT CHARGE
101124935,,26.73,,3/26/2025,2025-03-22 DoorDash Capital balance_transaction_309fd849-b486-4d77-9d9d-4984001c
101124935,,,700.00,3/26/2025,Deposit
101124935,,,270.00,3/26/2025,Square Inc SQ250326 T3GWS9VRH24H0D0
101124935,,30.00,,3/26/2025,"CHK# 00 AMT $1,728.42, NSF CHARGE"
101124935,,1728.42,,3/26/2025,Dawn Food Produc 5177894404 XXXXX2305
101124935,,,16.82,3/26/2025,"DoorDash, Inc. S Broadway ST-M6P2A4G8F5G6"
101124935,300,1490.76,,3/25/2025,Check #300
101124935,,5.87,,3/25/2025,2025-03-19 DoorDash Capital balance_transaction_b6619d1f-2064-4b8a-85f2-76fd0b80
101124935,,55.79,,3/25/2025,2025-03-20 DoorDash Capital balance_transaction_9d1566cf-7aed-463b-902f-f269784c
101124935,,30.00,,3/25/2025,"CHK# 00 AMT $2,100.00, NSF CHARGE"
101124935,,2100.00,,3/25/2025,Drake Management WEB PMTS 9V24MC
101124935,,,232.07,3/25/2025,"DoorDash, Inc. S Broadway ST-Q3G9V6O7O9M2"
101124935,,8.26,,3/25/2025,2025-03-21 DoorDash Capital balance_transaction_3e1b889c-df01-403f-87fd-dca9bb4b
101124935,,2.49,,3/25/2025,"AppFolio, Inc. F WEB PMTS LYP805"
101124935,,,1000.00,3/24/2025,Square Inc SQ250324 T34M0VKF6JQ1MCC
101124935,,8.00,,3/24/2025,XX1008 PURCHASE 03/20 20:51 TACO BELL #29975 TYLER TX 54706934 737038
101124935,,41.93,,3/24/2025,2025-03-18 DoorDash Capital balance_transaction_38b08ca3-2294-4302-ac7c-3ad7170c
101124935,,,28.53,3/24/2025,"DoorDash, Inc. S Broadway ST-U6J1H3Q3O8D8"
101124935,,,1500.00,3/24/2025,Square Inc SQ250324 T3RQJFJC7RP88V4
101124935,,,65.72,3/21/2025,ALLSTATE INS CO REFUND BA0000586101
101124935,,,13.74,3/21/2025,GRUBHUB INC Mar Actvty 25032119fFiUCQa
101124935,,,36.48,3/21/2025,"DoorDash, Inc. S Broadway ST-T1H3E2Y2J2A8"
